Season,Episode,Episode Title,Scene,Name,Speaker,House of Speaker,Listener,House of Listener,Interaction,Interaction type,Interaction Score,Interaction Result
Season 1,Episode 3,Lord Snow,Scene 6,guard,Guard,Guard,Petyr Baelish,Treasurer,"Follow me, Lady Stark.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,Cat! Go on. Go upstairs.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,You little worm! You take me for some back-alley Sally you can drag into a…,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,I meant no disrespect to you of all people.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,How dare you bring me here! Have you lost your mind?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,No one will come looking for you here. Isn't that what like you wanted? I'm truly sorry... about the locale.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,How did you know I was coming to King's Landing?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Varys,Spymaster,A dear friend told me.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,varys,Varys,Spymaster,Catelyn Stark,Stark,Lady Stark.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Varys,Spymaster,Lord Varys.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,varys,Varys,Spymaster,Catelyn Stark,Stark,To see you again after so many years is a blessing. Your poor hands.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Varys,Spymaster,How did you know I was coming?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,varys,Varys,Spymaster,Catelyn Stark,Stark,"Knowledge is my trade, my Lady. Did you bring the dagger with you, by any chance? My little birds are everywhere. Even in the north. They whisper to me the strangest stories. Valyrian steel.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Varys,Spymaster,Do you know whose dagger this is?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,varys,Varys,Spymaster,Petyr Baelish,Treasurer,I must admit I do not.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,"Well well, this is an historic day. Something you don't know that I do. There's only one dagger like this in all of the Seven Kingdoms. It's mine.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,Yours?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,"At least it was, until the tournament on Prince Joffrey's last nameday. I bet on Ser Jaime in the jousting, as any sane man would. When the Knight of the Flowers unseated him, I lost this dagger.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,To whom?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 6,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,Tyrion Lannister. The Imp.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,alliser thorne,Alliser Thorne,Night's Watch,Alliser Thorne,Night's Watch,"If that were a real sword, you'd be dead. Lord Snow here grew up in a castle spitting down on the likes of you. Pyp. Do you think Ned Stark's bastard bleeds like the rest of us?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,alliser thorne,Alliser Thorne,Night's Watch,Alliser Thorne,Night's Watch,Next!,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,alliser thorne,Alliser Thorne,Night's Watch,Tyrion Lannister,Lannister,"Lord Snow, it appears you're the least useless person here. Go clean yourselves up. There's only so much I can stomach in a day.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,tyrion lannister,Tyrion Lannister,Lannister,Jeor Mormont,Night's Watch,A charming man.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,jeor mormont,Jeor Mormont,Night's Watch,Tyrion Lannister,Lannister,I don't need him to be charming. I need him to turn this bunch of thieves and runaways into men of the Night's Watch.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,tyrion lannister,Tyrion Lannister,Lannister,Jeor Mormont,Night's Watch,"And how's that going, Commander Mormont?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,jeor mormont,Jeor Mormont,Night's Watch,Tyrion Lannister,Lannister,Slowly. A raven came for Ned Stark's son.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,tyrion lannister,Tyrion Lannister,Lannister,Jeor Mormont,Night's Watch,Good news or bad?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 7,jeor mormont,Jeor Mormont,Night's Watch,Tyrion Lannister,Lannister,Both.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Petyr Baelish,Treasurer,Lord Stark. I meant to give you this earlier. So forgetful these days. A raven from Winterfell this morning.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,petyr baelish,Petyr Baelish,Treasurer,Eddard Stark,Stark,Good news? Perhaps you'd like to share it with your wife?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,eddard stark,Eddard Stark,Stark,Petyr Baelish,Treasurer,My wife is in Winterfell.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,petyr baelish,Petyr Baelish,Treasurer,Petyr Baelish,Treasurer,Is she?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,petyr baelish,Petyr Baelish,Treasurer,Eddard Stark,Stark,I thought that she'd be safest in here. One of several such establishments I own.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,eddard stark,Eddard Stark,Stark,Catelyn Stark,Stark,You're a funny man. A very funny man.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,Ned! [poking her head out of a window],Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 8,petyr baelish,Petyr Baelish,Treasurer,Eddard Stark,Stark,"The Starks... Quick tempers, slow minds.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,grenn,Grenn,Night's Watch,Jon Snow,Targaryen,"You broke my nose, bastard!",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,jon snow,Jon Snow,Targaryen,Grenn,Night's Watch,It's an improvement.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,grenn,Grenn,Night's Watch,Pyp,Night's Watch,"If we threw you over the Wall, wonder how long it'd take you to hit.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,pyp,Pyp,Night's Watch,Grenn,Night's Watch,I wonder if they'd find you before the wolves did.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,grenn,Grenn,Night's Watch,Tyrion Lannister,Lannister,"What're you looking at, halfman?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Rast,Night's Watch,I'm looking at you. You've got an interesting face. Very distinctive faces. All of you.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,rast,Rast,Night's Watch,Tyrion Lannister,Lannister,What do you care about our faces?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Grenn,Night's Watch,"It's just I think they would look marvelous decorating spikes in King's Landing. Perhaps I'll write my sister, the Queen, about it.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,grenn,Grenn,Night's Watch,Jon Snow,Targaryen,"We'll talk later, Lord Snow.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,jon snow,Jon Snow,Targaryen,Tyrion Lannister,Lannister,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryen,Grenn's father left him too... Outside a farmhouse when he was three. Pyp was caught stealing a wheel of cheese. His little sister hadn't eaten in three days. He was given a choice,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,jon snow,Jon Snow,Targaryen,Tyrion Lannister,Lannister,They hate me because I'm better than they are.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryen,It's a lucky thing none of them were trained by a master-at-arms like your Ser Rodrik. I don't imagine any of them have ever held a real sword before they came here. Your brother Bran. He's woken up.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,The mere suggestion that the Queen's brother tried to kill your boy would be considered treason.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,We have proof. We have the blade.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,"Which Lord Tyrion will say was stolen from him. The only man who could say otherwise has no throat, thanks to your boy's wolf.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,Petyr has promised to help us find the truth. He's like a little brother to me. He would never betray my trust.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,"I'll try to keep you alive, for her sake. A fool's task, admittedly, but I've never been able to refuse your wife anything.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,catelyn stark,Catelyn Stark,Stark,Petyr Baelish,Treasurer,I won't forget this. You're a true friend.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 10,petyr baelish,Petyr Baelish,Treasurer,Catelyn Stark,Stark,Don't tell anyone. I have a reputation to maintain.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,cersei lannister,Cersei Lannister,Lannister,Jaime Lannister,Lannister,How could you be so stupid?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Cersei Lannister,Lannister,Calm down.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,cersei lannister,Cersei Lannister,Lannister,Jaime Lannister,Lannister,He's a child... 10 years old. What were you thinking?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Cersei Lannister,Lannister,I was thinking of us. You're a bit late to start complaining about it now. What has the boy told them?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,cersei lannister,Cersei Lannister,Lannister,Jaime Lannister,Lannister,Nothing. He's said nothing. He remembers nothing.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Cersei Lannister,Lannister,Then what are you raving about?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,cersei lannister,Cersei Lannister,Lannister,Jaime Lannister,Lannister,What if it comes back to him? If he tells his father what he saw...,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Cersei Lannister,Lannister,We'll say he was lying. We'll say he was dreaming. We'll say whatever we like. I think we can outfox a 10-year-old.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,cersei lannister,Cersei Lannister,Lannister,Jaime Lannister,Lannister,And my husband?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Cersei Lannister,Lannister,I'll go to war with him if I have to. They can write a ballad about us,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,cersei lannister,Cersei Lannister,Lannister,Jaime Lannister,Lannister,Let me go.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Jaime Lannister,Lannister,Never.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 11,jaime lannister,Jaime Lannister,Lannister,Cersei Lannister,Lannister,"The boy won't talk. And if he does, I'll kill him. Him, Ned Stark, the King... the whole bloody lot of them, until you and I are the only people left in this world.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,catelyn stark,Catelyn Stark,Stark,Eddard Stark,Stark,I wish I could see the girls.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,eddard stark,Eddard Stark,Stark,Catelyn Stark,Stark,It's too dangerous.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,catelyn stark,Catelyn Stark,Stark,Eddard Stark,Stark,Just for a moment.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,eddard stark,Eddard Stark,Stark,Catelyn Stark,Stark,Until we know who our enemies are...,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,catelyn stark,Catelyn Stark,Stark,Eddard Stark,Stark,"I know they did it, Ned. The Lannisters. In my bones, I know it.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,eddard stark,Eddard Stark,Stark,Cersei Lannister,Lannister,Littlefinger's right. I can't do anything without proof.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,cersei lannister,Cersei Lannister,Lannister,Eddard Stark,Stark,And if you find the proof?,Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 12,eddard stark,Eddard Stark,Stark,Catelyn Stark,Stark,"Then I bring it to Robert... And hope he's still the man I once knew. You watch yourself on the road, huh? That temper of yours is a dangerous thing.",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 12,catelyn stark,Catelyn Stark,Stark,Eddard Stark,Stark,"My temper? Gods be good, you nearly killed poor Littlefinger yesterday.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,eddard stark,Eddard Stark,Stark,Catelyn Stark,Stark,He still loves you.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,catelyn stark,Catelyn Stark,Stark,Eddard Stark,Stark,Does he?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 12,eddard stark,Eddard Stark,Stark,Catelyn Stark,Stark,Off with you.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Barristan Selmy,Knight,It's been a long time. But I still remember every face. You remember your first?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,barristan selmy,Barristan Selmy,Knight,Robert Baratheon,Baratheon,"Of course, your Grace.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Barristan Selmy,Knight,Who was it?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,barristan selmy,Barristan Selmy,Knight,Robert Baratheon,Baratheon,A Tyroshi. Never learned the name.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Barristan Selmy,Knight,How'd you do it?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,barristan selmy,Barristan Selmy,Knight,Robert Baratheon,Baratheon,Lance through the heart.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Lancel Lannister,Lannister,"Quick one. Lucky for you. Mine was some Tarly boy at the Battle of Summerhall. My horse took an arrow so I was on foot, slogging through the mud. He came running at me, this dumb high-born lad, thinking he could end the rebellion with the single swing of his sword. I knocked him down with the hammer. Gods, I was strong then. Caved in his breastplate. Probably shattered every rib he had. Stood over him, hammer in the air. Right before I brought it down he shouted, ""Wait! Wait!""... They never tell you how they all shit themselves. They don't put that part in the songs. Stupid boy. Now the Tarlys bend the knee like everyone else. He could have lingered on the edge of the battle with the smart boys and today his wife would be making him miserable, his sons would be ingrates, and he'd be waking three times in the night to piss into a bowl. Wine! Lancel. Gods, what a stupid name. Lancel Lannister. Who named you? Some halfwit with a stutter? What are you doing?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,lancel lannister,Lancel Lannister,Lannister,Robert Baratheon,Baratheon,"It's empty, your Grace.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Lancel Lannister,Lannister,What do you mean it's empty?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,lancel lannister,Lancel Lannister,Lannister,Robert Baratheon,Baratheon,There's no more wine.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Jaime Lannister,Lannister,"Is that what empty means?! So get more. Tell your cousin to get in here. Kingslayer! Get in here. Surrounded by Lannisters. Every time I close my eyes I see their blond hair and their smug, satisfied faces. It must wound your pride, huh? Standing out there like a glorified sentry. Jaime Lannister, son of the mighty Tywin... Forced to mind the door while your King eats and drinks and shits and fucks. So come on. We're telling war stories. Who was your first kill, not counting old men?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,jaime lannister,Jaime Lannister,Lannister,Barristan Selmy,Knight,One of the outlaws in the Brotherhood.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,barristan selmy,Barristan Selmy,Knight,Jaime Lannister,Lannister,"I was there that day. You were only a squire, 16 years old.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,jaime lannister,Jaime Lannister,Lannister,Barristan Selmy,Knight,You killed Simon Toyne with a counter riposte. Best move I ever saw.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,barristan selmy,Barristan Selmy,Knight,Robert Baratheon,Baratheon,"A good fighter, Toyne, but he lacked stamina.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Jaime Lannister,Lannister,Your outlaw... Any last words?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,jaime lannister,Jaime Lannister,Lannister,Robert Baratheon,Baratheon,"I cut his head off, so no.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,robert baratheon,Robert Baratheon,Baratheon,Jaime Lannister,Lannister,What about Aerys Targaryen? What did the Mad King say when you stabbed him in the back? I never asked. Did he call you a traitor? Did he plead for a reprieve?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 13,jaime lannister,Jaime Lannister,Lannister,Robert Baratheon,Baratheon,"He said the same thing he'd been saying for hours... ""Burn them all."" If that's all, your Grace...",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,The Dothraki don't believe in money. Most of their slaves were given to them as gifts.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,From whom?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,"If you rule a city and you see the horde approaching, you have two choices",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,Tell them all to stop.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,You want the entire horde to stop? For how long?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,Until I command them otherwise.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,You're learning to talk like a Queen.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,Not a Queen. A Khaleesi.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,viserys targaryen,Viserys Targaryen,Targaryen,Irri,Irri,You dare! You give commands to me? To me? You do not command the dragon. I am Lord of the Seven Kingdoms. I don't take orders from savages or their sluts. Do you hear me?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,irri,Irri,Irri,Daenerys Targaryen,Targaryen,"Rakharo ask if you want him dead, Khaleesi.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,daenerys targaryen,Daenerys Targaryen,Targaryen,Irri,Irri,No!,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,irri,Irri,Irri,Daenerys Targaryen,Targaryen,"Rakharo say you should take ear, to teach respect.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,"Please please, don't hurt him. Tell him I don't want my brother harmed.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,Kill these Dothraki dogs! I am your King!,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,jorah mormont,Jorah Mormont,Mormont,Rakharo,Rakharo,"Shall we return to the Khalasar, Khaleesi?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 14,rakharo,Rakharo,Rakharo,Jorah Mormont,Mormont,You walk. [to Viserys],Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryen,I wanted to be here when you saw it for the first time. I'm leaving this morning.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,jon snow,Jon Snow,Targaryen,Benjen Stark,Stark,You're leaving?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryen,I'm the First Ranger. My job is out there. There have been disturbing reports.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,jon snow,Jon Snow,Targaryen,Benjen Stark,Stark,What kind of reports?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryen,The kind I don't want to believe.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,jon snow,Jon Snow,Targaryen,Benjen Stark,Stark,m ready. I won't let you down.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryen,"You're not going. You're no ranger, Jon.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,jon snow,Jon Snow,Targaryen,Benjen Stark,Stark,But I'm better than every...,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Yoren,Night's Watch,"Better than no one! Here... A man gets what he earns, when he earns it. We'll speak when I return.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,A bear's balls.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,You're joking?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,"And his brains and his guts, his lungs and his heart all fried in his own fat. When you're a hundred miles north of the Wall and you ate your last meal a week ago, you leave nothing for the wolves.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,And how do a bear's balls taste?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,"A bit chewy. And what about you, my Lord? What's the strangest thing you've eaten?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,"Do Dornish girls count? So you roam the Seven Kingdoms, collaring pickpockets and horse thieves and bringing them here as eager recruits?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,But it's not all of 'em's done bad things. Some of 'em's just poor lads looking for steady feed. Some of 'em's high-born lads looking for glory.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Benjen Stark,Stark,They have a better chance finding feed than glory.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Tyrion Lannister,Lannister,"The Night's Watch is a joke to you, is it? Is that what we are, Lannister? An army of jesters in black?",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Benjen Stark,Stark,"You don't have enough men to be an army and aside from Yoren here, none of you are particularly funny.",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Tyrion Lannister,Lannister,"I hope we've provided you with some good stories to tell when you're back in King's Landing. But something to think about while you're drinking your wine down there, enjoying your brothels... Half the boys you've seen training will die north of the Wall. Might be a wilding's axe that gets them, might be sickness, might just be the cold. They die in pain. And they do it so plump little lords like you can enjoy their summer afternoons in peace and comfort.",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Benjen Stark,Stark,"Do you think I'm plump? Listen, Benjen... May I call you Benjen?",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Tyrion Lannister,Lannister,Call me what you like.,Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Benjen Stark,Stark,I'm not sure what I've done to offend you. I have great admiration for the Night's Watch. I've great admiration for you as First Ranger.,Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Tyrion Lannister,Lannister,"You know, my brother once told me that nothing someone says before the word ""but"" really counts.",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Benjen Stark,Stark,"But... I don't believe that giants and ghouls and White Walkers are lurking beyond the Wall. I believe that the only difference between us and the wildlings is that when the Wall went up, our ancestors happened to live on the right side of it.",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Yoren,Night's Watch,"You're right. The wildlings are no different from us. A little rougher maybe. But they're made of meat and bone. I know how to track them and I know how to kill them. It's not the wildlings giving me sleepless nights. You've never been north of the Wall, so don't tell me what's out there.",Argument,-1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Benjen Stark,Stark,"Are you going below? Keep well, keep warm.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,benjen stark,Benjen Stark,Stark,Yoren,Night's Watch,"Enjoy the capital, brother.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,I always do.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,"I think he's starting to like me. ""Going below""?",Conversation,1,NA
