Season,Episode,Episode Title,Scene,Name,Speaker,House of Speaker,Listener,House of Listener,Interaction,Interaction type,Interaction Score,Interaction Result
Season 1,Episode 9,Baelor,Scene 8,shae,Shae,Tyrion Mistress,Tyrion Lannister,Lannister,Let's start with your last night in this world.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,Khaleesi.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,Come. He's very strong. No one understands how strong he is.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,"He will die tonight, Khaleesi.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,He can't. He can't. l won't let him.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,Even a queen doesn't have that power. We must go quickly. l've heard there's a good port in Asshai.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,l won't leave him.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,"He's already gone, Khaleesi.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,"Even if he dies, why would l run? l am khaleesi, and my my son will be khal after Drogo.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Mirri Maz Duur,Godswife,"This isn't Westeros, where men honor blood. Here they only honor strength. There will be fighting after Drogo dies. Whoever wins that fight will be the new khal. He won't want any rivals. Your boy will be plucked from your breast and given to the dogs.",Alert,-1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Qotho,Dothraki rider,The wound has festered.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,qotho,Qotho,Dothraki rider,Daenerys Targaryen,Targaryen,"You did this, witch.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Qotho,Dothraki rider,Stop it! l don't want her hurt.,Shout,-1,NA
Season 1,Episode 9,Baelor,Scene 9,qotho,Qotho,Dothraki rider,Jorah Mormont,Mormont,"No? No? You don't want her hurt? Pray we don't hurt you, too. You let this witch put her hands on our Khal.",Funny,-1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Qotho,Dothraki rider,Rein in your tongue. She is still your Khaleesi.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,qotho,Qotho,Dothraki rider,Daenerys Targaryen,Targaryen,"Only while the blood of my blood lives. When he dies, she is nothing.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Qotho,Dothraki rider,l have never been nothing. l am the blood of the dragon.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,qotho,Qotho,Dothraki rider,Daenerys Targaryen,Targaryen,"The dragons are all dead, Khaleesi.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,"l think you should wear your armor tonight, ser.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Mirri Maz Duur,Godswife,l think you're right.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,You've saved me once more.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,And now you must save him.,Help,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,He's beyond the healer's skills. All l can do is ease his path.,Help,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,Save him and l will free you. l swear it. You must know a way. Some – some magic.,help,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,There is a spell. Some would say death is cleaner.,help,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,Do it. Save him.,help,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,There is a price.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,"You'll have gold, whatever you want.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,lt's not a matter of gold. This is blood magic. Only death pays for life.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,My death?,Emotional,-1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Rakharo,Bodyguard,"No, not your death, Khaleesi. Bring me his horse.",Wayout,1,NA
Season 1,Episode 9,Baelor,Scene 9,rakharo,Rakharo,Bodyguard,Daenerys Targaryen,Targaryen,"Khaleesi, do not do this thing. Let me kill this witch.",Advice,-1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Rakharo,Bodyguard,Kill her and you kill your khal.,Shout,-1,NA
Season 1,Episode 9,Baelor,Scene 9,rakharo,Rakharo,Bodyguard,Daenerys Targaryen,Targaryen,This is blood magic. lt is forbidden.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,l am your khaleesi. l tell you what is forbidden.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,Go. Now.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Mirri Maz Duur,Godswife,Take her and leave. Take her!,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,mirri maz duur,Mirri Maz Duur,Godswife,Daenerys Targaryen,Targaryen,"You must go also, lady. Once l begin to sing, no one must enter the tent. The dead will dance here tonight.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Daenerys Targaryen,Targaryen,No one will enter.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Daenerys Targaryen,Targaryen,Bring him back to me.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Qotho,Dothraki rider,l have to save him.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,qotho,Qotho,Dothraki rider,Daenerys Targaryen,Targaryen,This must not be.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Qotho,Dothraki rider,This must be.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,qotho,Qotho,Dothraki rider,Rakharo,Bodyguard,Witch.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,rakharo,Rakharo,Bodyguard,Daenerys Targaryen,Targaryen,Nothing good will come of this.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Irri,Dothraki woman,"No, you can't.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,irri,Irri,Dothraki woman,Jorah Mormont,Mormont,Khaleesi!,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Jorah Mormont,Mormont,"No further, horselord.",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,Are you hurt?,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,The baby –,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,Hmm?,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,is coming.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodyguard,Fetch the midwives.,Pain,-1,NA
Season 1,Episode 9,Baelor,Scene 9,rakharo,Rakharo,Bodyguard,Jorah Mormont,Mormont,They will not come. They say she is cursed.,Curse,-1,NA
Season 1,Episode 9,Baelor,Scene 9,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodyguard,They'll come or l'll have their heads.,Help,-1,NA
Season 1,Episode 9,Baelor,Scene 9,rakharo,Rakharo,Bodyguard,Jorah Mormont,Mormont,The witch - she can bring baby. l hear her say so.,Curse,-1,NA
Season 1,Episode 9,Baelor,Scene 10,shae,Shae,Tyrion Mistress,Tyrion Lannister,Lannister,"Are you in agony, my lion?",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 10,tyrion lannister,Tyrion Lannister,Lannister,Shae,Tyrion Mistress,No.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 10,shae,Shae,Tyrion Mistress,Tyrion Lannister,Lannister,You look like you're in agony. The fire is burning your pretty soft skin.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 10,tyrion lannister,Tyrion Lannister,Lannister,Shae,Tyrion Mistress,"Ah! Damn you, woman. Are you immune to pain?",Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 10,shae,Shae,Tyrion Mistress,Bronn,Tyrion bodyguard,Just used to it.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 10,bronn,Bronn,Tyrion bodyguard,Tyrion Lannister,Lannister,Drink.,Conversation,1,NA
Season 1,Episode 9,Baelor,Scene 10,tyrion lannister,Tyrion Lannister,Lannister,Bronn,Tyrion bodyguard,Let's play a new game.,Conversation,1,NA
